pagenum,url,title,time
2,http://health.people.com.cn/n1/2020/0526/c14739-31724625.html,全国政协委员张其成：发挥特色优势 推动中医药全程参与疾病救治,2020-05-26 20:31:08
2,http://lianghui.people.com.cn/2020cppcc/n1/2020/0526/c432428-31724618.html,全国政协委员张其成：发挥特色优势 推动中医药全程参与疾病救治,2020-05-26 20:03:57
2,http://politics.people.com.cn/n1/2020/0526/c1001-31724331.html,阮诗玮委员：坚守履职初心 持之以恒为教育建言,2020-05-26 14:44:56
2,http://health.people.com.cn/n1/2020/0526/c14739-31724168.html,[张其成委员：建议将中医经典篇目纳入中小学语文教材],2020-05-26 11:29:47
2,http://world.people.com.cn/n1/2020/0526/c1002-31723912.html,中国医疗专家团队抵达塔吉克斯坦,2020-05-26 09:03:26
2,http://world.people.com.cn/n1/2020/0526/c1002-31723898.html,“甩锅”中国纯属自欺欺人,2020-05-26 09:00:15
2,http://scitech.people.com.cn/n1/2020/0526/c1007-31723897.html,代表委员热议中医药话题 香囊贴助力两会防疫,2020-05-26 09:00:13
2,http://world.people.com.cn/n1/2020/0526/c1002-31723800.html,中国抗疫医疗专家组离开津巴布韦前往赤道几内亚,2020-05-26 08:44:16
2,http://tyzx.people.cn/n1/2020/0526/c372194-31723761.html,全国政协十三届三次会议举行视频会议,2020-05-26 08:40:32
2,http://cpc.people.com.cn/n1/2020/0526/c64094-31723356.html,全国政协十三届三次会议举行视频会议 汪洋出席,2020-05-26 07:04:17
2,http://lianghui.people.com.cn/2020cppcc/n1/2020/0526/c432428-31723330.html,“甩锅”中国纯属自欺欺人,2020-05-26 06:11:14
2,http://lianghui.people.com.cn/2020cppcc/n1/2020/0526/c432428-31723306.html,全国政协十三届三次会议举行视频会议,2020-05-26 06:07:07
2,http://lianghui.people.com.cn/2020npc/n1/2020/0526/c431623-31723280.html,全国政协十三届三次会议举行视频会议,2020-05-26 05:56:46
2,http://lianghui.people.com.cn/2020npc/n1/2020/0526/c431623-31723279.html,颠倒黑白 自欺欺人,2020-05-26 05:56:25
2,http://lianghui.people.com.cn/2020cppcc/n1/2020/0526/c432428-31723266.html,全国政协十三届三次会议举行视频会议,2020-05-26 02:48:27
2,http://cpc.people.com.cn/n1/2020/0525/c64094-31723198.html,全国政协十三届三次会议举行视频会议 汪洋出席,2020-05-25 21:20:45
2,http://world.people.com.cn/n1/2020/0525/c1002-31722728.html,中国医疗专家组与在突尼斯中国公民进行视频连线,2020-05-25 13:53:11
2,http://gongyi.people.com.cn/n1/2020/0525/c151132-31722279.html,坚持生命至上  守护人民健康(两会聚焦),2020-05-25 09:06:40
2,http://health.people.com.cn/n1/2020/0525/c14739-31722113.html,坚持生命至上 守护人民健康,2020-05-25 08:42:01
2,http://ai.people.com.cn/n1/2020/0525/c422228-31722043.html,从“糖丸”到AI诊疗 看中国公共卫生事业如何做到“生命至上”,2020-05-25 08:35:48
2,http://cpc.people.com.cn/n1/2020/0525/c64387-31722028.html,两会聚焦：坚持生命至上 守护人民健康,2020-05-25 08:34:17
2,http://cpc.people.com.cn/n1/2020/0525/c64387-31721936.html,习近平总书记在参加湖北代表团审议时的重要讲话在河北省广大干部群众中引起强烈反响,2020-05-25 08:22:31
2,http://theory.people.com.cn/n1/2020/0525/c40531-31721806.html,两会聚焦：坚持生命至上 守护人民健康,2020-05-25 08:06:02
2,http://politics.people.com.cn/n1/2020/0525/c432730-31721637.html,坚持生命至上  守护人民健康(两会聚焦),2020-05-25 05:49:25
2,http://tyzx.people.cn/n1/2020/0524/c372204-31721235.html,全国人大常委会委员、台盟中央常务副主席李钺锋访谈实录,2020-05-24 12:16:03
2,http://tyzx.people.cn/n1/2020/0524/c372204-31721141.html,全国人大常委会委员、民革中央副主席张伯军访谈实录,2020-05-24 10:19:23
2,http://tyzx.people.cn/n1/2020/0524/c372204-31721140.html,杨震：突出健康中国和美丽中国工作主线 体现新时代新气象新作为,2020-05-24 10:14:46
2,http://tyzx.people.cn/n1/2020/0524/c372204-31721138.html,全国人大常委会委员、农工党中央副主席杨震访谈实录,2020-05-24 10:13:05
2,http://cpc.people.com.cn/n1/2020/0524/c164113-31721117.html,全国人大常委会委员、台盟中央常务副主席李钺锋访谈实录,2020-05-24 09:48:26
2,http://health.people.com.cn/n1/2020/0524/c14739-31720912.html,共享三地资源  实现救治效果最大化,2020-05-24 08:08:17
3,http://lianghui.people.com.cn/2020npc/n1/2020/0524/c431623-31720843.html,回应社会关切 积极履职尽责（履职故事）,2020-05-24 05:47:44
3,http://cpc.people.com.cn/n1/2020/0523/c164113-31720683.html,全国人大常委会委员、民革中央副主席张伯军访谈实录,2020-05-23 15:57:15
3,http://society.people.com.cn/n1/2020/0523/c432660-31720598.html,全国政协常委黄璐琦：中药材种植助力脱贫攻坚,2020-05-23 13:16:05
3,http://cpc.people.com.cn/n1/2020/0523/c164113-31720593.html,杨震：突出健康中国和美丽中国工作主线 体现新时代新气象新作为,2020-05-23 12:49:23
3,http://cpc.people.com.cn/n1/2020/0523/c164113-31720592.html,全国人大常委会委员、农工党中央副主席杨震访谈实录,2020-05-23 12:39:37
3,http://cpc.people.com.cn/n1/2020/0523/c64387-31720548.html,栉风沐雨，笃定向前,2020-05-23 10:26:43
3,http://world.people.com.cn/n1/2020/0523/c1002-31720475.html,津巴布韦总统：中国抗疫专家组让津医护人员受益良多,2020-05-23 09:03:45
3,http://world.people.com.cn/n1/2020/0522/c1002-31720175.html,线上“云·游”，共享中国文化之美,2020-05-22 21:47:11
3,http://yuqing.people.com.cn/n1/2020/0522/c209043-31719960.html,全国人大代表肖伟：建议加快中药防治重大病毒感染性疾病创新药物研发,2020-05-22 16:40:11
3,http://www.people.com.cn/n1/2020/0522/c32306-31719867.html,张伯礼代表：建议补齐公共卫生应急响应短板,2020-05-22 15:30:53
3,http://www.people.com.cn/n1/2020/0522/c32306-31719861.html,张伯礼代表：中医药在战疫中成为一支生力军,2020-05-22 15:25:30
3,http://tyzx.people.cn/n1/2020/0522/c372204-31719822.html,全国政协常委、副秘书长，民盟中央副主席张道宏访谈实录,2020-05-22 15:08:08
3,http://health.people.com.cn/n1/2020/0522/c14739-31719721.html,代表委员深化医保改革支实招：加快医疗保障立法、推动医药创新、回归价值医疗,2020-05-22 14:07:16
3,http://rmfp.people.com.cn/n1/2020/0522/c406725-31719280.html,同心奔小康  奋进新时代,2020-05-22 09:36:31
3,http://cpc.people.com.cn/n1/2020/0522/c164113-31719134.html,全国政协常委、副秘书长，民盟中央副主席张道宏访谈实录,2020-05-22 09:02:52
3,http://scitech.people.com.cn/n1/2020/0522/c1007-31719079.html,首场“委员通道”彰显中国科技力量,2020-05-22 08:49:29
3,http://capital.people.com.cn/n1/2020/0522/c405954-31719056.html,战疫情 强科技 护民生(连线·委员通道),2020-05-22 08:47:01
3,http://health.people.com.cn/n1/2020/0522/c14739-31718813.html,公共卫生应急体系怎么建？全国政协委员共话着力点,2020-05-22 08:15:20
3,http://theory.people.com.cn/n1/2020/0522/c40531-31718716.html,同心奔小康 奋进新时代,2020-05-22 08:02:20
3,http://lianghui.people.com.cn/2020cppcc/n1/2020/0522/c432428-31718552.html,战疫情 强科技 护民生(连线·委员通道),2020-05-22 05:22:52
3,http://lianghui.people.com.cn/2020cppcc/n1/2020/0522/c432428-31718545.html,同心奔小康  奋进新时代,2020-05-22 05:21:29
3,http://opinion.people.com.cn/n1/2020/0521/c1003-31718213.html,中国抗击疫情彰显伟大民族精神,2020-05-21 16:24:04
3,http://edu.people.com.cn/n1/2020/0521/c1053-31718101.html,脱贫攻坚 首都高校在行动,2020-05-21 15:29:16
3,http://cpc.people.com.cn/n1/2020/0521/c64387-31717857.html,抗疫答卷中的政协力量,2020-05-21 11:06:57
3,http://cpc.people.com.cn/n1/2020/0521/c367673-31717822.html,中国人民政治协商会议 广安市第五届委员会常务委员会工作报告,2020-05-21 10:52:13
3,http://world.people.com.cn/n1/2020/0521/c1002-31717719.html,中国抗疫专家组赴津巴布韦多地交流并捐赠医疗物资,2020-05-21 09:51:19
3,http://ip.people.com.cn/n1/2020/0521/c136655-31717508.html,用知识产权连接传统知识与当代世界,2020-05-21 08:52:27
3,http://health.people.com.cn/n1/2020/0521/c14739-31717047.html,抗疫战场就是履职阵地,2020-05-21 07:42:14
3,http://lianghui.people.com.cn/2020npc/n1/2020/0521/c431623-31716943.html,抗疫战场就是履职阵地（代表委员讲述抗疫故事）,2020-05-21 05:25:27
3,http://opinion.people.com.cn/n1/2020/0520/c223228-31716836.html,人民网评：以中国式民主助力决胜全面小康,2020-05-20 19:58:44
3,http://ydyl.people.com.cn/n1/2020/0520/c411837-31716161.html,“到最需要的地方去”（侨界关注）,2020-05-20 09:05:21
3,http://edu.people.com.cn/n1/2020/0520/c1053-31716090.html,中小学复学进行时：特别的一课 关爱眼健康,2020-05-20 08:55:04
3,http://tyzx.people.cn/n1/2020/0520/c431923-31716002.html,三位归侨和侨胞医务人员的战疫经历 ,2020-05-20 08:43:31
3,http://tyzx.people.cn/n1/2020/0520/c372194-31715963.html,笃定前行 成就不凡,2020-05-20 08:38:46
3,http://kpzg.people.com.cn/n1/2020/0520/c432558-31715884.html,2020年全国科技工作者日：中国科技馆将举办系列活动,2020-05-20 08:27:42
3,http://xiaofei.people.com.cn/n1/2020/0520/c425315-31715805.html,改变健康消费观 健康中国需加强治未病,2020-05-20 08:21:43
3,http://theory.people.com.cn/n1/2020/0520/c40531-31715640.html,中国道路中国梦：坚持向科学要答案要方法,2020-05-20 07:59:51
3,http://cpc.people.com.cn/n1/2020/0520/c419242-31715526.html,笃定前行 成就不凡——写在十三届全国人大三次会议即将召开之际,2020-05-20 07:19:13
3,http://opinion.people.com.cn/n1/2020/0520/c1003-31715465.html,人民日报：坚持向科学要答案要方法,2020-05-20 05:04:31
3,http://politics.people.com.cn/n1/2020/0520/c1001-31715448.html,笃定前行 成就不凡,2020-05-20 05:00:59
3,http://australia.people.com.cn/n1/2020/0519/c408038-31715354.html,惠灵顿中国文化中心推出“云”游中国系列文化体验活动,2020-05-19 19:36:07
3,http://kpzg.people.com.cn/n1/2020/0519/c432558-31715304.html,张伯礼：古稀之年逆行武汉  把“胆”留在江城,2020-05-19 17:29:29
3,http://health.people.com.cn/n1/2020/0519/c14739-31715069.html,张伯礼院士：中药的科学内涵应该靠科技和现代科学语言来诠释,2020-05-19 14:12:08
3,http://world.people.com.cn/n1/2020/0519/c1002-31715017.html,通讯：中医师助力英国抗疫,2020-05-19 13:32:57
3,http://cpc.people.com.cn/n1/2020/0519/c69113-31714846.html,政府工作报告,2020-05-19 10:27:59
3,http://lianghui.people.com.cn/2020cppcc/n1/2020/0519/c432428-31714801.html,为国履职 为民尽责,2020-05-19 10:12:08
3,http://politics.people.com.cn/n1/2020/0519/c1001-31714730.html,张伯礼：古稀之年逆行武汉  把“胆”留在江城,2020-05-19 09:26:02
3,http://ydyl.people.com.cn/n1/2020/0519/c411837-31714660.html,中国民间力量助力全球抗疫合作,2020-05-19 09:02:46
3,http://scitech.people.com.cn/n1/2020/0519/c1007-31714631.html,2020年全国科技工作者日：中国科技馆将举办系列活动,2020-05-19 08:57:51
3,http://health.people.com.cn/n1/2020/0519/c14739-31714369.html,每一个生命都不会放弃,2020-05-19 08:28:01
4,http://world.people.com.cn/n1/2020/0519/c1002-31713890.html,中国民间力量助力全球抗疫合作（患难见真情 共同抗疫情）,2020-05-19 05:07:06
4,http://cpc.people.com.cn/n1/2020/0518/c64387-31713691.html,复学在即家长该做哪些准备？请牢记六大安心法,2020-05-18 16:53:18
4,http://health.people.com.cn/n1/2020/0518/c14739-31713310.html,[仝小林院士：建立新冠肺炎康复体系 中医药大有可为],2020-05-18 11:13:29
4,http://tyzx.people.cn/n1/2020/0518/c372194-31712828.html,为国履职 为民尽责,2020-05-18 08:33:40
4,http://lxjk.people.cn/n1/2020/0518/c404177-31712490.html,复学在即家长该做哪些准备？请牢记六大安心法,2020-05-18 07:58:48
4,http://yuqing.people.com.cn/n1/2020/0518/c209043-31712450.html,全国政协十三届三次会议即将召开 ,2020-05-18 07:50:59
4,http://cpc.people.com.cn/n1/2020/0518/c419242-31712398.html,为国履职 为民尽责——写在全国政协十三届三次会议即将召开之际,2020-05-18 07:18:27
4,http://politics.people.com.cn/n1/2020/0518/c1001-31712343.html,建言资政担使命 凝聚共识促落实,2020-05-18 05:14:00
4,http://politics.people.com.cn/n1/2020/0518/c1001-31712313.html,为国履职 为民尽责,2020-05-18 05:10:25
4,http://cpc.people.com.cn/n1/2020/0517/c431601-31712095.html,中国用艰苦卓绝的努力书写“抗疫答卷”,2020-05-17 10:04:43
4,http://cpc.people.com.cn/n1/2020/0517/c64387-31712093.html,中国用艰苦卓绝的努力书写“抗疫答卷”,2020-05-17 10:02:33
4,http://ydyl.people.com.cn/n1/2020/0517/c411837-31712083.html,中国用艰苦卓绝的努力书写“抗疫答卷”,2020-05-17 09:56:26
4,http://health.people.com.cn/n1/2020/0517/c14739-31711967.html,疫情警报未解除慢阻肺患者更需小心,2020-05-17 08:22:50
4,http://health.people.com.cn/n1/2020/0517/c14739-31711944.html,中国用艰苦卓绝的努力书写“抗疫答卷”,2020-05-17 08:13:48
4,http://politics.people.com.cn/n1/2020/0517/c1001-31711890.html,中国用艰苦卓绝的努力书写“抗疫答卷”,2020-05-17 07:37:37
4,http://world.people.com.cn/n1/2020/0517/c1002-31711854.html,中国用艰苦卓绝的努力书写“抗疫答卷”,2020-05-17 05:14:06
4,http://health.people.com.cn/n1/2020/0516/c14739-31711780.html,[国家卫健委介绍新冠肺炎救治经验：“降两率、升两率”是始终坚持的目标],2020-05-16 17:04:49
4,http://health.people.com.cn/n1/2020/0516/c14739-31711755.html,[专家：新冠肺炎诊疗方案的快速更新为降低病亡率发挥了重要作用],2020-05-16 16:11:49
4,http://gongyi.people.com.cn/n1/2020/0515/c151132-31710633.html,用好救助政策  助力抗疫决战(民生视线),2020-05-15 10:49:37
4,http://ydyl.people.com.cn/n1/2020/0515/c411837-31710375.html,共建“健康丝路”正当其时（侨界关注）,2020-05-15 09:12:33
4,http://rmfp.people.com.cn/n1/2020/0515/c406725-31710166.html,用好救助政策  助力抗疫决战(民生视线),2020-05-15 08:50:37
4,http://health.people.com.cn/n1/2020/0515/c14739-31710147.html,用好救助政策 助力抗疫决战,2020-05-15 08:49:15
4,http://tyzx.people.cn/n1/2020/0515/c431923-31710017.html,海外华侨华人热议中国积极推动全球抗疫合作 ,2020-05-15 08:37:51
4,http://culture.people.com.cn/n1/2020/0515/c1013-31709657.html,巴黎中国文化中心通过“云端”架起中法文化交流新桥梁,2020-05-15 07:50:11
4,http://society.people.com.cn/n1/2020/0515/c1008-31709595.html,用好救助政策  助力抗疫决战(民生视线),2020-05-15 05:30:41
4,http://politics.people.com.cn/n1/2020/0515/c1001-31709552.html,闻令而动 尽锐出战,2020-05-15 05:24:17
4,http://health.people.com.cn/n1/2020/0514/c14739-31709243.html,[新冠肺炎出院患者主要功能障碍康复治疗方案印发],2020-05-14 15:23:16
4,http://ip.people.com.cn/n1/2020/0514/c136655-31708512.html,让中医药为维护人类健康发挥更大作用（人民要论）,2020-05-14 08:33:05
4,http://ip.people.com.cn/n1/2020/0514/c136655-31708513.html,中医药瑰宝焕发新光彩（大家手笔）,2020-05-14 08:33:05
4,http://health.people.com.cn/n1/2020/0514/c14739-31708452.html,让中医药为维护人类健康发挥更大作用,2020-05-14 08:27:50
4,http://health.people.com.cn/n1/2020/0514/c14739-31708453.html,中医药瑰宝焕发新光彩,2020-05-14 08:27:50
4,http://fashion.people.com.cn/n1/2020/0514/c1014-31708346.html,当起“网络主播” 分享抗疫经验（众生相）,2020-05-14 08:15:01
4,http://theory.people.com.cn/n1/2020/0514/c40531-31708191.html,大家手笔：中医药瑰宝焕发新光彩,2020-05-14 07:57:17
4,http://theory.people.com.cn/n1/2020/0514/c40531-31708190.html,人民要论：让中医药为维护人类健康发挥更大作用,2020-05-14 07:57:17
4,http://theory.people.com.cn/n1/2020/0514/c40531-31708096.html,人民要论：让中医药为维护人类健康发挥更大作用,2020-05-14 07:25:39
4,http://opinion.people.com.cn/n1/2020/0514/c1003-31707997.html,中医药瑰宝焕发新光彩（大家手笔）,2020-05-14 05:23:00
4,http://opinion.people.com.cn/n1/2020/0514/c1003-31707996.html,人民日报人民要论：让中医药为维护人类健康发挥更大作用,2020-05-14 05:23:00
4,http://health.people.com.cn/n1/2020/0513/c14739-31707508.html,四院士评“药品不良反应中药占比连续5年下降”：以证据回应质疑,2020-05-13 11:48:36
4,http://cpc.people.com.cn/n1/2020/0513/c64102-31707302.html,刘奇：坚定不移深化重点领域改革攻坚 加快健全各项制度完善治理体系,2020-05-13 10:04:01
4,http://ydyl.people.com.cn/n1/2020/0513/c411837-31707251.html,[德国孔院举办中医抗疫线上研讨会],2020-05-13 09:41:02
4,http://health.people.com.cn/n1/2020/0513/c14739-31707127.html,药品不良反应中药占比连续5年下降,2020-05-13 09:05:15
4,http://theory.people.com.cn/n1/2020/0513/c40531-31706731.html,强化提高人民健康水平的制度保障,2020-05-13 08:07:34
4,http://culture.people.com.cn/n1/2020/0513/c1013-31706651.html,“云端”传递守望相助的情谊,2020-05-13 07:56:14
4,http://www.people.com.cn/n1/2020/0513/c32306-31706520.html,强化提高人民健康水平的制度保障,2020-05-13 06:46:12
4,http://world.people.com.cn/n1/2020/0513/c1002-31706495.html,[德国孔院举办中医抗疫线上研讨会],2020-05-13 05:19:42
4,http://world.people.com.cn/n1/2020/0513/c1002-31706444.html,“云端”传递守望相助的情谊,2020-05-13 05:14:54
